car_name,model_year,present_price,km_driven,seller_type,fuel_type,transmission_type,ownsership,selling_price
,,1050000,,,,,,
,,2700000,,,,,,
,,2060000,,,,,,
,,6600000,,,,,,
,,1710000,,,,,,
,,1750000,,,,,,
,,750000,,,,,,
,,450000,,,,,,
,,400000,,,,,,
,,270000,,,,,,
,,695000,,,,,,
,,310000,,,,,,
,,1630000,,,,,,
,,1450000,,,,,,
,,2590000,,,,,,
,,1490000,,,,,,
,,755000,,,,,,
,,640000,,,,,,
,,1800000,,,,,,
,,730000,,,,,,
,,995000,,,,,,
,,980000,,,,,,
,,3100000,,,,,,
,,2300000,,,,,,
,,920000,,,,,,
,,3100000,,,,,,
,,1450000,,,,,,
,,680000,,,,,,
,,1180000,,,,,,
,,395000,,,,,,
,,750000,,,,,,
,,2350000,,,,,,
,,1375000,,,,,,
,,2850000,,,,,,
,,1470000,,,,,,
,,730000,,,,,,
,,4100000,,,,,,
,,1450000,,,,,,
,,700000,,,,,,
,,2435000,,,,,,
,,825000,,,,,,
,,975000,,,,,,
,,33000000,,,,,,
,,850000,,,,,,
,,1350000,,,,,,
,,1750000,,,,,,
,,1150000,,,,,,
,,440000,,,,,,
,,3300000,,,,,,
,,1275000,,,,,,
,,2800000,,,,,,
,,675000,,,,,,
,,2700000,,,,,,
,,550000,,,,,,
,,1920000,,,,,,
,,2800000,,,,,,
,,6200000,,,,,,
,,1700000,,,,,,
,,1230000,,,,,,
,,1050000,,,,,,
,,532000,,,,,,
,,1400000,,,,,,
,,4050000,,,,,,
,,625000,,,,,,
,,685000,,,,,,
,,501000,,,,,,
,,940000,,,,,,
,,3700000,,,,,,
,,1000000,,,,,,
,,650000,,,,,,
,,825000,,,,,,
,,825000,,,,,,
,,1200000,,,,,,
,,1550000,,,,,,
,,550000,,,,,,
,,750000,,,,,,
,,2625000,,,,,,
,,350000,,,,,,
,,2200000,,,,,,
,,3550000,,,,,,
,,740000,,,,,,
,,1900000,,,,,,
,,850000,,,,,,
,,2550000,,,,,,
,,1225000,,,,,,
,,930000,,,,,,
,,475000,,,,,,
,,1650000,,,,,,
,,3750000,,,,,,
,,1120000,,,,,,
,,215000,,,,,,
,,860000,,,,,,
,,1550000,,,,,,
,,1325000,,,,,,
,,360000,,,,,,
,,2900000,,,,,,
,,2200000,,,,,,
,,3400000,,,,,,
,,2830000,,,,,,
,,1120000,,,,,,
,,1950000,,,,,,
,,2200000,,,,,,
,,980000,,,,,,
,,240000,,,,,,
,,2750000,,,,,,
,,5200000,,,,,,
,,1150000,,,,,,
,,3050000,,,,,,
,,750000,,,,,,
,,2125000,,,,,,
,,3720000,,,,,,
,,2700000,,,,,,
,,430000,,,,,,
,,4600000,,,,,,
,,1080000,,,,,,
,,930000,,,,,,
,,1500000,,,,,,
,,2800000,,,,,,
,,900000,,,,,,
,,500000,,,,,,
,,850000,,,,,,
,,1470000,,,,,,
,,4250000,,,,,,
,,2450000,,,,,,
,,1745000,,,,,,
,,4600000,,,,,,
,,1250000,,,,,,
,,1510000,,,,,,
,,1530000,,,,,,
,,370000,,,,,,
,,1330000,,,,,,
,,2900000,,,,,,
,,670000,,,,,,
,,1675000,,,,,,
,,950000,,,,,,
,,2500000,,,,,,
,,1245000,,,,,,
,,2230000,,,,,,
,,420000,,,,,,
,,1260000,,,,,,
,,1240000,,,,,,
,,950000,,,,,,
,,2350000,,,,,,
,,1300000,,,,,,
,,550000,,,,,,
,,1940000,,,,,,
,,465000,,,,,,
,,1400000,,,,,,
,,400000,,,,,,
,,1050000,,,,,,
,,1700000,,,,,,
,,1670000,,,,,,
,,600000,,,,,,
,,1650000,,,,,,
,,1825000,,,,,,
,,2650000,,,,,,
,,2515000,,,,,,
,,750000,,,,,,
,,1400000,,,,,,
,,1390000,,,,,,
,,1440000,,,,,,
,,650000,,,,,,
,,1430000,,,,,,
,,900000,,,,,,
,,3000000,,,,,,
,,1900000,,,,,,
,,925000,,,,,,
,,920000,,,,,,
,,1200000,,,,,,
,,1650000,,,,,,
,,650000,,,,,,
,,625000,,,,,,
,,2250000,,,,,,
,,1850000,,,,,,
,,450000,,,,,,
,,960000,,,,,,
,,1770000,,,,,,
,,1375000,,,,,,
,,1350000,,,,,,
,,930000,,,,,,
,,11300000,,,,,,
,,770000,,,,,,
,,2250000,,,,,,
,,1750000,,,,,,
,,600000,,,,,,
,,615000,,,,,,
,,1400000,,,,,,
,,970000,,,,,,
,,2200000,,,,,,
,,1200000,,,,,,
,,260000,,,,,,
,,3200000,,,,,,
,,2150000,,,,,,
,,1075000,,,,,,
,,2300000,,,,,,
,,730000,,,,,,
,,590000,,,,,,
,,1025000,,,,,,
,,565000,,,,,,
,,1375000,,,,,,
,,1400000,,,,,,
,,1775000,,,,,,
,,2100000,,,,,,
,,1430000,,,,,,
,,380000,,,,,,
,,3400000,,,,,,
,,605000,,,,,,
,,3170000,,,,,,
,,2500000,,,,,,
,,970000,,,,,,
,,11000000,,,,,,
,,2750000,,,,,,
,,1375000,,,,,,
,,2550000,,,,,,
,,2150000,,,,,,
,,1450000,,,,,,
,,1025000,,,,,,
,,2580000,,,,,,
,,3250000,,,,,,
,,1570000,,,,,,
,,620000,,,,,,
,,550000,,,,,,
,,1780000,,,,,,
,,2250000,,,,,,
,,1040000,,,,,,
,,2350000,,,,,,
,,1995000,,,,,,
,,1450000,,,,,,
,,1650000,,,,,,
,,720000,,,,,,
,,650000,,,,,,
,,905000,,,,,,
,,1375000,,,,,,
,,530000,,,,,,
,,650000,,,,,,
,,3750000,,,,,,
,,1200000,,,,,,
,,725000,,,,,,
,,1850000,,,,,,
,,1925000,,,,,,
,,3350000,,,,,,
,,4300000,,,,,,
,,2400000,,,,,,
,,1650000,,,,,,
,,2500000,,,,,,
,,760000,,,,,,
,,540000,,,,,,
,,760000,,,,,,
,,1350000,,,,,,
,,1750000,,,,,,
,,690000,,,,,,
,,1560000,,,,,,
,,650000,,,,,,
,,495000,,,,,,
,,1485000,,,,,,
,,2100000,,,,,,
,,1375000,,,,,,
,,2400000,,,,,,
,,3100000,,,,,,
,,900000,,,,,,
,,2500000,,,,,,
,,2235000,,,,,,
,,1100000,,,,,,
,,1250000,,,,,,
,,820000,,,,,,
,,900000,,,,,,
,,1685000,,,,,,
,,2000000,,,,,,
,,1450000,,,,,,
,,640000,,,,,,
,,3650000,,,,,,
,,670000,,,,,,
,,1300000,,,,,,
,,1700000,,,,,,
,,1840000,,,,,,
,,4850000,,,,,,
,,1380000,,,,,,
,,3260000,,,,,,
,,3850000,,,,,,
,,750000,,,,,,
,,580000,,,,,,
,,1290000,,,,,,
,,1300000,,,,,,
,,1075000,,,,,,
,,550000,,,,,,
,,1945000,,,,,,
,,1100000,,,,,,
,,490000,,,,,,
,,460000,,,,,,
,,1250000,,,,,,
,,3000000,,,,,,
,,3000000,,,,,,
,,1550000,,,,,,
,,3650000,,,,,,
,,480000,,,,,,
,,475000,,,,,,
,,1925000,,,,,,
,,1225000,,,,,,
,,1800000,,,,,,
,,1775000,,,,,,
,,3000000,,,,,,
,,1120000,,,,,,
,,2500000,,,,,,
,,1650000,,,,,,
,,740000,,,,,,
,,2390000,,,,,,
,,535000,,,,,,
,,2155000,,,,,,
,,1450000,,,,,,
,,750000,,,,,,
,,950000,,,,,,
,,3425000,,,,,,
,,2900000,,,,,,
,,1420000,,,,,,
,,1350000,,,,,,
,,2350000,,,,,,
,,2725000,,,,,,
,,2850000,,,,,,
,,1905000,,,,,,
,,2900000,,,,,,
,,600000,,,,,,
,,850000,,,,,,
,,2200000,,,,,,
,,2050000,,,,,,
,,480000,,,,,,
,,1640000,,,,,,
,,1560000,,,,,,
,,740000,,,,,,
,,900000,,,,,,
,,785000,,,,,,
,,650000,,,,,,
,,2275000,,,,,,
,,1025000,,,,,,
,,1330000,,,,,,
,,1750000,,,,,,
,,1750000,,,,,,
,,770000,,,,,,
,,515000,,,,,,
,,2475000,,,,,,
,,750000,,,,,,
,,500000,,,,,,
,,1560000,,,,,,
,,600000,,,,,,
,,260000,,,,,,
,,1750000,,,,,,
,,2400000,,,,,,
,,260000,,,,,,
,,1675000,,,,,,
,,1980000,,,,,,
,,700000,,,,,,
,,450000,,,,,,
,,1900000,,,,,,
,,1200000,,,,,,
,,2000000,,,,,,
,,2000000,,,,,,
,,1650000,,,,,,
,,2300000,,,,,,
,,2425000,,,,,,
,,350000,,,,,,
,,620000,,,,,,
,,490000,,,,,,
,,1050000,,,,,,
,,1580000,,,,,,
,,4150000,,,,,,
,,1125000,,,,,,
,,1750000,,,,,,
,,2050000,,,,,,
,,1500000,,,,,,
,,630000,,,,,,
,,2250000,,,,,,
,,3300000,,,,,,
,,2150000,,,,,,
,,670000,,,,,,
,,2200000,,,,,,
,,2250000,,,,,,
,,1795000,,,,,,
,,1125000,,,,,,
,,1380000,,,,,,
,,1300000,,,,,,
,,2000000,,,,,,
,,2035000,,,,,,
,,970000,,,,,,
,,1285000,,,,,,
,,635000,,,,,,
,,550000,,,,,,
,,2800000,,,,,,
,,7300000,,,,,,
,,865000,,,,,,
,,1655000,,,,,,
,,990000,,,,,,
,,2150000,,,,,,
,,1750000,,,,,,
,,1300000,,,,,,
,,1100000,,,,,,
,,270000,,,,,,
,,1620000,,,,,,
,,700000,,,,,,
,,475000,,,,,,
,,1900000,,,,,,
,,620000,,,,,,
,,700000,,,,,,
,,1590000,,,,,,
,,2400000,,,,,,
,,3100000,,,,,,
,,510000,,,,,,
,,610000,,,,,,
,,425000,,,,,,
,,2030000,,,,,,
,,2250000,,,,,,
,,4050000,,,,,,
,,1295000,,,,,,
,,670000,,,,,,
,,1285000,,,,,,
,,2050000,,,,,,
,,4500000,,,,,,
,,1550000,,,,,,
,,535000,,,,,,
,,470000,,,,,,
,,815000,,,,,,
,,695000,,,,,,
,,1490000,,,,,,
,,665000,,,,,,
,,850000,,,,,,
,,960000,,,,,,
,,555000,,,,,,
,,980000,,,,,,
,,1400000,,,,,,
,,2000000,,,,,,
,,1850000,,,,,,
,,2000000,,,,,,
,,1625000,,,,,,
,,650000,,,,,,
,,2200000,,,,,,
,,1495000,,,,,,
,,630000,,,,,,
,,750000,,,,,,
,,560000,,,,,,
,,4990000,,,,,,
,,2650000,,,,,,
,,2250000,,,,,,
,,875000,,,,,,
,,850000,,,,,,
,,2500000,,,,,,
,,550000,,,,,,
,,2375000,,,,,,
,,1100000,,,,,,
,,1275000,,,,,,
,,1365000,,,,,,
,,600000,,,,,,
,,580000,,,,,,
,,865000,,,,,,
,,2395000,,,,,,
,,665000,,,,,,
,,2240000,,,,,,
,,1460000,,,,,,
,,2530000,,,,,,
,,1100000,,,,,,
,,180000,,,,,,
,,1650000,,,,,,
,,1590000,,,,,,
,,1900000,,,,,,
,,1325000,,,,,,
,,300000,,,,,,
,,535000,,,,,,
,,935000,,,,,,
,,1600000,,,,,,
,,2450000,,,,,,
,,1650000,,,,,,
,,550000,,,,,,
,,630000,,,,,,
,,750000,,,,,,
,,2600000,,,,,,
,,950000,,,,,,
,,475000,,,,,,
,,13500000,,,,,,
,,950000,,,,,,
,,330000,,,,,,
,,495000,,,,,,
,,1400000,,,,,,
,,1830000,,,,,,
,,320000,,,,,,
,,630000,,,,,,
,,490000,,,,,,
,,730000,,,,,,
,,3200000,,,,,,
,,2250000,,,,,,
,,980000,,,,,,
,,560000,,,,,,
,,1150000,,,,,,
,,2175000,,,,,,
,,1070000,,,,,,
,,450000,,,,,,
,,450000,,,,,,
,,1980000,,,,,,
,,1350000,,,,,,
,,1600000,,,,,,
,,1050000,,,,,,
,,725000,,,,,,
,,1135000,,,,,,
,,900000,,,,,,
,,1375000,,,,,,
,,940000,,,,,,
,,1750000,,,,,,
,,1525000,,,,,,
,,3000000,,,,,,
,,1100000,,,,,,
,,3050000,,,,,,
,,1365000,,,,,,
,,1020000,,,,,,
,,430000,,,,,,
,,2150000,,,,,,
,,1000000,,,,,,
,,1000000,,,,,,
,,1550000,,,,,,
,,1125000,,,,,,
,,600000,,,,,,
,,220000,,,,,,
,,680000,,,,,,
,,720000,,,,,,
,,237000,,,,,,
,,660000,,,,,,
,,550000,,,,,,
,,1300000,,,,,,
,,825000,,,,,,
,,950000,,,,,,
,,450000,,,,,,
,,1040000,,,,,,
,,1620000,,,,,,
,,460000,,,,,,
,,845000,,,,,,
,,3300000,,,,,,
,,645000,,,,,,
,,510000,,,,,,
,,1400000,,,,,,
,,1260000,,,,,,
,,2050000,,,,,,
,,450000,,,,,,
,,3355000,,,,,,
,,1080000,,,,,,
,,1050000,,,,,,
,,550000,,,,,,
,,1220000,,,,,,
,,450000,,,,,,
,,2400000,,,,,,
,,835000,,,,,,
,,950000,,,,,,
,,695000,,,,,,
,,650000,,,,,,
,,620000,,,,,,
,,1500000,,,,,,
,,540000,,,,,,
,,3520000,,,,,,
,,575000,,,,,,
,,3575000,,,,,,
,,2300000,,,,,,
,,1050000,,,,,,
,,1275000,,,,,,
,,1050000,,,,,,
,,2500000,,,,,,
,,1450000,,,,,,
,,1050000,,,,,,
,,3420000,,,,,,
,,4400000,,,,,,
,,665000,,,,,,
,,1600000,,,,,,
,,635000,,,,,,
,,700000,,,,,,
,,2650000,,,,,,
,,975000,,,,,,
,,800000,,,,,,
,,630000,,,,,,
,,1530000,,,,,,
,,540000,,,,,,
,,2200000,,,,,,
,,525000,,,,,,
,,1730000,,,,,,
,,620000,,,,,,
,,1450000,,,,,,
,,1225000,,,,,,
,,2970000,,,,,,
,,1525000,,,,,,
,,5900000,,,,,,
,,725000,,,,,,
,,550000,,,,,,
,,1225000,,,,,,
,,1225000,,,,,,
,,2325000,,,,,,
,,13500000,,,,,,
,,420000,,,,,,
,,580000,,,,,,
,,600000,,,,,,
,,2350000,,,,,,
,,2200000,,,,,,
,,390000,,,,,,
,,1700000,,,,,,
,,850000,,,,,,
,,635000,,,,,,
,,670000,,,,,,
,,3700000,,,,,,
,,670000,,,,,,
,,1100000,,,,,,
,,590000,,,,,,
,,870000,,,,,,
,,595000,,,,,,
,,990000,,,,,,
,,1350000,,,,,,
,,480000,,,,,,
,,24400000,,,,,,
,,800000,,,,,,
,,2545000,,,,,,
,,750000,,,,,,
,,400000,,,,,,
,,450000,,,,,,
,,2480000,,,,,,
,,675000,,,,,,
,,1150000,,,,,,
,,1850000,,,,,,
,,3000000,,,,,,
,,1495000,,,,,,
,,1650000,,,,,,
,,1620000,,,,,,
,,2600000,,,,,,
,,700000,,,,,,
,,1800000,,,,,,
,,520000,,,,,,
,,2450000,,,,,,
,,650000,,,,,,
,,1350000,,,,,,
,,1449000,,,,,,
,,7650000,,,,,,
,,1250000,,,,,,
,,650000,,,,,,
,,550000,,,,,,
,,1250000,,,,,,
,,1250000,,,,,,
,,1200000,,,,,,
,,2200000,,,,,,
,,2215000,,,,,,
,,1625000,,,,,,
,,2250000,,,,,,
,,1525000,,,,,,
,,850000,,,,,,
,,2100000,,,,,,
,,440000,,,,,,
,,1300000,,,,,,
,,700000,,,,,,
,,1030000,,,,,,
,,580000,,,,,,
,,1950000,,,,,,
,,3200000,,,,,,
,,2135000,,,,,,
,,6400000,,,,,,
,,950000,,,,,,
,,3940000,,,,,,
,,2425000,,,,,,
,,660000,,,,,,
,,2950000,,,,,,
,,690000,,,,,,
,,850000,,,,,,
,,2200000,,,,,,
,,650000,,,,,,
,,250000,,,,,,
,,1450000,,,,,,
,,260000,,,,,,
,,800000,,,,,,
,,2550000,,,,,,
,,2350000,,,,,,
,,279000,,,,,,
,,1800000,,,,,,
,,350000,,,,,,
,,3400000,,,,,,
,,1300000,,,,,,
,,1700000,,,,,,
,,2750000,,,,,,
,,1765000,,,,,,
,,770000,,,,,,
,,1700000,,,,,,
,,2500000,,,,,,
,,3350000,,,,,,
,,875000,,,,,,
,,2400000,,,,,,
,,2075000,,,,,,
,,1375000,,,,,,
,,535000,,,,,,
,,750000,,,,,,
,,2175000,,,,,,
,,1975000,,,,,,
,,700000,,,,,,
,,2375000,,,,,,
,,1625000,,,,,,
,,775000,,,,,,
,,3575000,,,,,,
,,2300000,,,,,,
,,2850000,,,,,,
,,700000,,,,,,
,,1620000,,,,,,
,,2200000,,,,,,
,,2350000,,,,,,
,,1880000,,,,,,
,,3500000,,,,,,
,,2050000,,,,,,
,,330000,,,,,,
,,850000,,,,,,
,,770000,,,,,,
,,220000,,,,,,
,,840000,,,,,,
,,3200000,,,,,,
,,260000,,,,,,
,,2500000,,,,,,
,,1575000,,,,,,
,,1100000,,,,,,
,,700000,,,,,,
,,295000,,,,,,
,,910000,,,,,,
,,1150000,,,,,,
,,870000,,,,,,
,,420000,,,,,,
,,1200000,,,,,,
,,2300000,,,,,,
,,560000,,,,,,
,,1700000,,,,,,
,,450000,,,,,,
,,675000,,,,,,
,,2100000,,,,,,
,,2275000,,,,,,
,,2200000,,,,,,
,,530000,,,,,,
,,720000,,,,,,
,,1465000,,,,,,
,,1675000,,,,,,
,,1550000,,,,,,
,,2240000,,,,,,
,,630000,,,,,,
,,600000,,,,,,
,,1090000,,,,,,
,,1340000,,,,,,
,,1195000,,,,,,
,,915000,,,,,,
,,1450000,,,,,,
,,640000,,,,,,
,,1175000,,,,,,
,,2000000,,,,,,
,,1530000,,,,,,
,,2630000,,,,,,
,,940000,,,,,,
,,1900000,,,,,,
,,820000,,,,,,
,,655000,,,,,,
,,1060000,,,,,,
,,1400000,,,,,,
,,2550000,,,,,,
,,1325000,,,,,,
,,1400000,,,,,,
,,1400000,,,,,,
,,1180000,,,,,,
,,975000,,,,,,
,,1550000,,,,,,
,,2425000,,,,,,
,,1250000,,,,,,
,,33500000,,,,,,
,,900000,,,,,,
,,620000,,,,,,
,,1450000,,,,,,
,,2135000,,,,,,
,,930000,,,,,,
,,580000,,,,,,
,,1700000,,,,,,
,,3050000,,,,,,
,,700000,,,,,,
,,3350000,,,,,,
,,415000,,,,,,
,,1050000,,,,,,
,,1320000,,,,,,
,,300000,,,,,,
,,1450000,,,,,,
,,2320000,,,,,,
,,2615000,,,,,,
,,3000000,,,,,,
,,1900000,,,,,,
,,2575000,,,,,,
,,1650000,,,,,,
,,1100000,,,,,,
,,1150000,,,,,,
,,730000,,,,,,
,,960000,,,,,,
,,1750000,,,,,,
,,900000,,,,,,
,,880000,,,,,,
,,570000,,,,,,
,,1200000,,,,,,
,,1050000,,,,,,
,,550000,,,,,,
,,1150000,,,,,,
,,2100000,,,,,,
,,625000,,,,,,
,,1740000,,,,,,
,,1545000,,,,,,
,,1750000,,,,,,
,,1390000,,,,,,
,,545000,,,,,,
,,800000,,,,,,
,,1000000,,,,,,
,,1300000,,,,,,
,,925000,,,,,,
,,1450000,,,,,,
,,1090000,,,,,,
,,1690000,,,,,,
,,1925000,,,,,,
,,3175000,,,,,,
,,1350000,,,,,,
,,585000,,,,,,
,,525000,,,,,,
,,1540000,,,,,,
,,730000,,,,,,
,,2020000,,,,,,
,,1050000,,,,,,
,,720000,,,,,,
,,700000,,,,,,
,,1580000,,,,,,
,,980000,,,,,,
,,1050000,,,,,,
,,22700000,,,,,,
,,602000,,,,,,
,,290000,,,,,,
,,650000,,,,,,
,,2125000,,,,,,
,,3250000,,,,,,
,,1430000,,,,,,
,,1845000,,,,,,
,,1375000,,,,,,
,,950000,,,,,,
,,650000,,,,,,
,,1700000,,,,,,
,,650000,,,,,,
,,7400000,,,,,,
,,680000,,,,,,
,,1520000,,,,,,
,,990000,,,,,,
,,1600000,,,,,,
,,815000,,,,,,
,,2775000,,,,,,
,,850000,,,,,,
,,1045000,,,,,,
,,2975000,,,,,,
,,625000,,,,,,
,,1800000,,,,,,
,,2550000,,,,,,
,,1100000,,,,,,
,,850000,,,,,,
,,1050000,,,,,,
,,520000,,,,,,
,,390000,,,,,,
,,2025000,,,,,,
,,350000,,,,,,
,,760000,,,,,,
,,600000,,,,,,
,,1400000,,,,,,
,,965000,,,,,,
,,800000,,,,,,
,,2680000,,,,,,
,,880000,,,,,,
,,750000,,,,,,
,,1475000,,,,,,
,,640000,,,,,,
,,630000,,,,,,
,,550000,,,,,,
,,3300000,,,,,,
,,1630000,,,,,,
,,1300000,,,,,,
,,1500000,,,,,,
,,755000,,,,,,
,,1238000,,,,,,
,,1290000,,,,,,
,,1375000,,,,,,
,,450000,,,,,,
,,1385000,,,,,,
,,450000,,,,,,
,,1625000,,,,,,
,,1400000,,,,,,
,,570000,,,,,,
,,900000,,,,,,
,,1255000,,,,,,
,,3200000,,,,,,
,,1120000,,,,,,
,,950000,,,,,,
,,2380000,,,,,,
,,790000,,,,,,
,,680000,,,,,,
,,1650000,,,,,,
,,2480000,,,,,,
,,1760000,,,,,,
,,2350000,,,,,,
,,2260000,,,,,,
,,570000,,,,,,
,,605000,,,,,,
,,890000,,,,,,
,,875000,,,,,,
,,1670000,,,,,,
,,750000,,,,,,
,,1400000,,,,,,
,,3200000,,,,,,
,,550000,,,,,,
,,1850000,,,,,,
,,1100000,,,,,,
,,700000,,,,,,
,,1000000,,,,,,
,,2550000,,,,,,
,,1650000,,,,,,
,,14500000,,,,,,
,,550000,,,,,,
,,2225000,,,,,,
,,1300000,,,,,,
,,1750000,,,,,,
,,1490000,,,,,,
,,650000,,,,,,
,,720000,,,,,,
,,15000000,,,,,,
,,635000,,,,,,
,,400000,,,,,,
,,680000,,,,,,
,,620000,,,,,,
,,1625000,,,,,,
,,525000,,,,,,
,,600000,,,,,,
,,850000,,,,,,
,,550000,,,,,,
,,1670000,,,,,,
,,650000,,,,,,
,,1350000,,,,,,
,,1150000,,,,,,
,,2150000,,,,,,
,,2000000,,,,,,
,,1615000,,,,,,
,,2600000,,,,,,
,,525000,,,,,,
,,1620000,,,,,,
,,1067000,,,,,,
,,790000,,,,,,
,,950000,,,,,,
,,860000,,,,,,
,,550000,,,,,,
,,9500000,,,,,,
,,990000,,,,,,
,,830000,,,,,,
,,2050000,,,,,,
,,3200000,,,,,,
,,410000,,,,,,
,,1390000,,,,,,
,,3200000,,,,,,
,,4600000,,,,,,
,,3750000,,,,,,
,,2300000,,,,,,
,,1500000,,,,,,
,,1425000,,,,,,
,,1400000,,,,,,
,,1850000,,,,,,
,,1220000,,,,,,
,,500000,,,,,,
,,2825000,,,,,,
,,1750000,,,,,,
,,2150000,,,,,,
,,1550000,,,,,,
,,2400000,,,,,,
,,4000000,,,,,,
,,2450000,,,,,,
,,1970000,,,,,,
,,3750000,,,,,,
,,1380000,,,,,,
,,390000,,,,,,
,,950000,,,,,,
,,2220000,,,,,,
,,1050000,,,,,,
,,600000,,,,,,
,,1500000,,,,,,
,,580000,,,,,,
,,1100000,,,,,,
,,1315000,,,,,,
,,3750000,,,,,,
,,615000,,,,,,
,,1025000,,,,,,
,,1865000,,,,,,
,,1860000,,,,,,
,,870000,,,,,,
,,1840000,,,,,,
,,1680000,,,,,,
,,800000,,,,,,
,,1050000,,,,,,
,,980000,,,,,,
,,535000,,,,,,
,,825000,,,,,,
,,33000000,,,,,,
,,2175000,,,,,,
,,1250000,,,,,,
,,1450000,,,,,,
,,1650000,,,,,,
,,1450000,,,,,,
,,3250000,,,,,,
,,865000,,,,,,
,,1300000,,,,,,
,,800000,,,,,,
,,4100000,,,,,,
,,2700000,,,,,,
,,2450000,,,,,,
,,450000,,,,,,
,,1375000,,,,,,
,,6300000,,,,,,
,,4100000,,,,,,
,,1540000,,,,,,
,,4800000,,,,,,
,,550000,,,,,,
,,1590000,,,,,,
,,365000,,,,,,
,,2060000,,,,,,
,,2050000,,,,,,
,,3200000,,,,,,
,,530000,,,,,,
,,380000,,,,,,
,,1520000,,,,,,
,,1350000,,,,,,
,,2125000,,,,,,
,,1350000,,,,,,
,,885000,,,,,,
,,1185000,,,,,,
,,1900000,,,,,,
,,850000,,,,,,
,,1350000,,,,,,
,,2450000,,,,,,
,,2400000,,,,,,
,,590000,,,,,,
,,180000,,,,,,
,,825000,,,,,,
,,1775000,,,,,,
,,2250000,,,,,,
,,630000,,,,,,
,,520000,,,,,,
,,1470000,,,,,,
,,360000,,,,,,
,,1000000,,,,,,
,,1600000,,,,,,
,,3475000,,,,,,
,,2520000,,,,,,
,,1250000,,,,,,
,,3300000,,,,,,
,,2500000,,,,,,
,,3400000,,,,,,
,,3000000,,,,,,
,,1700000,,,,,,
,,8700000,,,,,,
,,1510000,,,,,,
,,2625000,,,,,,
,,770000,,,,,,
,,1050000,,,,,,
,,2460000,,,,,,
,,2050000,,,,,,
,,660000,,,,,,
,,2550000,,,,,,
,,500000,,,,,,
,,780000,,,,,,
,,3150000,,,,,,
,,2575000,,,,,,
,,575000,,,,,,
,,1050000,,,,,,
,,960000,,,,,,
,,800000,,,,,,
,,1950000,,,,,,
,,1250000,,,,,,
,,490000,,,,,,
,,1725000,,,,,,
,,600000,,,,,,
,,280000,,,,,,
,,1680000,,,,,,
,,880000,,,,,,
,,1400000,,,,,,
,,1825000,,,,,,
,,750000,,,,,,
,,3650000,,,,,,
,,2000000,,,,,,
,,335000,,,,,,
,,1750000,,,,,,
,,2530000,,,,,,
,,2720000,,,,,,
,,475000,,,,,,
,,3100000,,,,,,
,,2200000,,,,,,
,,1480000,,,,,,
,,12000000,,,,,,
,,390000,,,,,,
,,670000,,,,,,
,,1000000,,,,,,
,,670000,,,,,,
,,3120000,,,,,,
,,740000,,,,,,
,,1560000,,,,,,
,,740000,,,,,,
,,3100000,,,,,,
,,650000,,,,,,
,,850000,,,,,,
,,650000,,,,,,
,,1825000,,,,,,
,,2300000,,,,,,
,,1050000,,,,,,
,,1430000,,,,,,
,,1970000,,,,,,
,,1295000,,,,,,
,,1245000,,,,,,
,,670000,,,,,,
,,1200000,,,,,,
,,850000,,,,,,
,,880000,,,,,,
,,1680000,,,,,,
,,6500000,,,,,,
,,1250000,,,,,,
,,1250000,,,,,,
,,765000,,,,,,
,,450000,,,,,,
,,130000,,,,,,
,,450000,,,,,,
,,555000,,,,,,
,,920000,,,,,,
,,2150000,,,,,,
,,835000,,,,,,
,,1550000,,,,,,
,,1250000,,,,,,
,,1095000,,,,,,
,,3200000,,,,,,
,,1500000,,,,,,
,,2300000,,,,,,
,,515000,,,,,,
,,1600000,,,,,,
,,338000,,,,,,
,,3100000,,,,,,
,,340000,,,,,,
,,3875000,,,,,,
,,2250000,,,,,,
,,1700000,,,,,,
,,1550000,,,,,,
,,950000,,,,,,
,,340000,,,,,,
,,755000,,,,,,
,,2350000,,,,,,
,,840000,,,,,,
,,715000,,,,,,
,,1950000,,,,,,
,,1990000,,,,,,
,,930000,,,,,,
,,1775000,,,,,,
,,2300000,,,,,,
,,960000,,,,,,
,,775000,,,,,,
,,4000000,,,,,,
,,3550000,,,,,,
,,600000,,,,,,
,,1575000,,,,,,
,,1300000,,,,,,
,,350000,,,,,,
,,1300000,,,,,,
,,400000,,,,,,
,,850000,,,,,,
,,2500000,,,,,,
,,1625000,,,,,,
,,1950000,,,,,,
,,1650000,,,,,,
,,2850000,,,,,,
,,1850000,,,,,,
,,1950000,,,,,,
,,1850000,,,,,,
,,2350000,,,,,,
,,1485000,,,,,,
,,475000,,,,,,
,,1640000,,,,,,
,,870000,,,,,,
,,2650000,,,,,,
,,3050000,,,,,,
,,1450000,,,,,,
,,4050000,,,,,,
,,1680000,,,,,,
,,680000,,,,,,
,,1620000,,,,,,
,,3500000,,,,,,
,,2050000,,,,,,
,,1250000,,,,,,
,,840000,,,,,,
,,21000000,,,,,,
,,11000000,,,,,,
,,990000,,,,,,
,,460000,,,,,,
,,350000,,,,,,
,,485000,,,,,,
,,1000000,,,,,,
,,1880000,,,,,,
,,650000,,,,,,
,,610000,,,,,,
,,1230000,,,,,,
,,870000,,,,,,
,,580000,,,,,,
,,2290000,,,,,,
,,1600000,,,,,,
,,490000,,,,,,
,,1560000,,,,,,
,,2250000,,,,,,
,,1645000,,,,,,
